lowercase,forms
'funny,'funny 'Funny
when'd,when'd
'back,'back 'Back
'proof,'Proof
ver',ver'
'punishing,'punishing
sinners',sinners'
bees',bees'
environment',environment'
sep'rate,sep'rate
over'd,over'd
i'd––i'd,I'd––I'd
does––i'd,does––I'd
rather––i'd,rather––I'd
a-–an',a-–an'
hadn't––that,hadn't––that
'raphale,'raphale
think—what's,think—what's
can't—that,can't—that
dinner—it's,dinner—it's
are—they're,are—they're
can't—aziraphale,can't—Aziraphale
you—you're,you—you're
c-can't—my,c-can't—my
'g'—very,'G'—very
can't—my,can't—my
order—we're,order—we're
deal—you're,deal—you're
you—it's,you—it's
d'alba,d'Alba
vinegar',vinegar'
aubergines',aubergines'
upstairs',upstairs'
y'fancy,Y'fancy
y'boy,y'boy
can't—that's,can't—that's
dreams',dreams'
d'estournel,d'Estournel
'reasons,'reasons
i'm-not-suspicious-way,I'm-not-suspicious-way
buttons',buttons'
'definitely,'Definitely
'huh,'Huh
'touch,'Touch 'touch
'though,'Though 'though 'THOUGH
bottle',bottle'
'z,'z
t'other,t'other
'compensating,'Compensating
easel--they'd,easel--they'd
familiar--he'd,familiar--he'd
fall--i'm,fall--I'm
s'great,S'great
theirs',theirs'
nonprofits',nonprofits'
'divinely,'divinely
corrupted',corrupted'
'tortured,'tortured
historians',historians'
'causssse,'Causssse
philosophers',philosophers'
'lovely,'Lovely 'lovely
officers',officers'
'tea,'Tea 'tea
'unless,'Unless
'must,'Must 'must
'hmmm,'Hmmm
'who's,'Who's 'who's
'dig,'Dig
'drinks,'drinks
complaining',complaining'
celebrating',celebrating'
'raking,'raking
paper',paper'
working',working'
pen',pen'
'living,'living 'Living
l'engle,L'Engle
dell'immacolata,dell'Immacolata
commune'd,commune'd
s'probably,S'probably
miners',miners'
rec'd,rec'd
'alcohol,'Alcohol
'protected’,'protected’
hmm'ed,hmm'ed
'allowed,'Allowed
'enthusiastically,'enthusiastically
o'ercharged,O'ercharged
pass'd,pass'd
whatchy'all,whatchy'all
'slice,'slice
'donna,'Donna
engagement',engagement'
does',does'
bettas',bettas'
m'ssssorry,M'ssssorry
angel'sss,angel'sss
'coursse,'Coursse
if—',if—'
'zir-fel,'Zir-fel
you’re-you're,you’re-you're
'rest,'rest 'Rest
'undred,'undred 'Undred
sssss'a,sssss'a
ssss'meant,ssss'meant
s'own,s'own
s'for,s'for
f'i,F'I
'along,'along
'way,'way 'Way
happiness',happiness'
s'how,S'how
s'so,S'so s'so
prop'ly,prop'ly
wors'thing,wors'thing
y'have,y'have Y'have
'fraternising,'fraternising
'm'ke,'M'ke
s'metimes,s'metimes
done',done'
d'tenech,d'tenech
ya'achna'ashima,ya'achna'ashima
d'kanaph,d'kanaph
d'aga,d'aga
d'eshonim,d'eshonim
d'marush,d'marush
g'marush,g'marush
g'chomon,g'chomon
g'shon'aga,g'shon'aga
g'chedahen,g'chedahen
s'cold,S'cold s'cold
though—he's,though—he's
chain—it's,chain—it's
m'i,M'I
'sam’,'Sam’
xir'sa,xir'sa
'cadogan,'Cadogan
s'late,S'late
'kuma,'Kuma
rock'n'roll,rock'n'roll
'explain,'explain
'using,'using
th'inconstant,th'inconstant
'oliday,'oliday
'eart,'eart
'idyllic,'idyllic
village',village'
rhymers',rhymers'
d'huître,d'huître
things're,things're
'aunt,'Aunt
'owl,'Owl
nations',nations'
'ollivanders,'Ollivanders
bc',BC'
'robes,'Robes
occasions',occasions'
hah'd,hah'd
o'brian,O'Brian
'aggressively,'aggressively
n'alien,n'alien
'thass,'Thass
what-do-you-call-'em,what-do-you-call-'em
's'been,'S'been
'potential,'potential
'outer,'Outer
'honestly,'honestly 'Honestly
'temporal,'Temporal
'let'sss,'Let'sss
p'raps,P'raps
'especially,'Especially 'especially
'flaming,'flaming 'Flaming
bad',bad'
'absent,'absent
'celtic,'Celtic
're-reading's,'re-reading's
'vanquishing,'vanquishing
'ill,'ill
blood',blood'
'dererk,'Dererk
'zero,'Zero
i'm-not-going-anywhere-until-exactly-one-o’clock,I'm-not-going-anywhere-until-exactly-one-o’clock
book-binders',book-binders'
'certain,'certain
'harry,'Harry 'HARRY
'beating,'Beating
'furthering,'furthering
run',run'
there'sss,there'sss
'conspiring,'conspiring
lackeys',lackeys'
w'you,w'you
'educated,'educated
'bleeding,'bleeding
'angie,'Angie
dearheart',dearheart'
dove',dove'
chicken',chicken'
pussy',pussy'
dinner',dinner'
n'night,N'night
'confident,'confident
sexy',sexy'
'fter,'fter
vodka'd,vodka'd
th'lads're,th'lads're
yersel',yersel'
th'lads,th'lads
th'lads'd,th'lads'd
'couple,'couple 'Couple
sandwiches',sandwiches'
adaptations',adaptations'
authors',authors'
fans—aziraphale's,fans—Aziraphale's
'ahnentafel,'Ahnentafel
schnapps',schnapps'
'anton,'Anton
'finding,'finding 'Finding
suit',suit'
pisssssssss',pisssssssss'
annoying',annoying'
competition',competition'
'brilliant,'Brilliant
ssssssincere',ssssssincere'
'inspired,'Inspired
flexible',flexible'
scaly',scaly'
is',is'
'plant,'Plant
immediately',immediately'
ripe',ripe'
sorry',sorry'
'otherwise,'Otherwise
understand',understand'
sun',sun'
chlorophyll',chlorophyll'
coming',coming'
obscene',obscene'
themselves',themselves'
excuses',excuses'
quessssssstion',quessssssstion'
maintenance',maintenance'
awful',awful'
'precisssssssely,'Precisssssssely
serioussssss',serioussssss'
impractical',impractical'
'complaining,'Complaining
wear',wear'
'improve,'Improve 'improve
'lamia,'Lamia
carotid',carotid'
sssssssleeep',sssssssleeep'
'prove,'Prove 'PROVE
corporation',corporation'
thessssse',thessssse'
front',front'
wro'n,wro'n
who'sit,who'sit
'cherry,'cherry 'Cherry
popping',popping'
universe',universe'
it's'a,it's'a
'strange,'strange 'Strange
being',being'
'crawl,'crawl
belly',belly'
'midnight,'Midnight 'midnight
'imagining,'Imagining
'hypnotic,'hypnotic
earworm',earworm'
comin'and,comin'And
bloomin'and,bloomin'And
homei'm,homeI'm
ridei'm,rideI'm
ken'd,ken'd
'ardly,'ardly
'favourite,'Favourite 'favourite
'name,'Name
'speaker,'speaker
„he's,„He's
'chosen,'chosen 'Chosen
„i'd,„I'd
'gosh,'gosh
they',they'
ssssssomeone'sss,ssssssomeone'sss
'computerised,'computerised
technology',technology'
'historical,'historical
information',information'
lunch',lunch'
'aha,'aha 'Aha
'ssmy,'Ssmy
t'adore,t'adore
s'agapo,S'agapo
'duke,'Duke
'following,'following 'Following
e',E' e'
scared'a,scared'a
t'your,t'your
adults',adults'
regret',regret'
i'mmah,I'mmah
'dah,'Dah
sleepers',sleepers'
'curious,'curious
'unbelievably,'unbelievably
nosy',nosy'
bite-',bite-'
metacrisis',metacrisis'
adventure',adventure'
'rooms,'Rooms
'mean,'mean
machine',machine'
o'malley,O'Malley
'homosexual,'homosexual
hotspots',hotspots'
'peering,'peering
reality',reality'
hunch',hunch'
operatives',operatives'
'neutral,'neutral
s'important,S'important s'important
tol',tol'
'observe,'observe
opportunities',opportunities'
weaknesses',weaknesses'
ch'intrate,ch'intrate
l'italia,L'Italia
'word,'Word
y'understand,y'understand
t'know,t'know
alone',alone'
y'dun,y'dun Y'dun
y'alone,y'alone
'shame,'Shame 'shame
y'manage,y'manage
y'should,y'should Y'should
pay',pay'
case',case'
straw',straw'
t'make,t'make
not-wrong-but-not-exactly-right-even-by-hell's-standards,not-wrong-but-not-exactly-right-even-by-Hell's-standards
'punishment,'punishment
crime',crime'
measures'n,measures'n
down'ere,down'ere
y'owe,y'owe
c'moncmoncmon,C'moncmoncmon
word',word'
y'ought,Y'ought
t'tell,t'tell
ya'bout,ya'bout
ward',ward'
t'eat,t'eat
'weirdness,'weirdness
magnet',magnet'
's’not,'S’not
'ow's,'Ow's
some'ow,some'ow
that'sz,that'sz
'orses,'orses
o'us,o'us
t'say,t'say
changed',changed'
mis'rable,mis'rable
b'yond,b'yond
y'more,y'more
of'n,of'n
'becoming,'becoming
gentleman',gentleman'
know'im,know'im
it'sz,it'sz
feeling'sz,feeling'sz
drag'em,drag'em
'agnes,'Agnes
'putte,'Putte
throw'n,throw'n
fish',fish'
'homo,'Homo
eyesockets',eyesockets'
why'm,why'm
y'be,y'be
tell'im,tell'im
'catch,'catch 'Catch
air',air'
t'stop,t'stop
y'patch,y'patch
t'get,t'get
tiff',tiff'
y'wanted,Y'wanted
t'play,t'play
for'im,for'im
'feeling,'feeling 'Feeling
'splode,'splode
y'been,y'been
y'rattled,y'rattled
t'ask,t'ask
ev'ryone,ev'ryone
t'do,t'do
crowd',crowd'
y'harp,Y'harp
comf'table,comf'table
'abject,'abject
horror',horror'
y'put,y'put
'spite,'spite
yer'n,yer'n
kill'im,kill'im
need'em,need'em
y'get,y'get Y'get
y'ever,y'ever Y'ever
getting'im,getting'im
y'agree,Y'agree
signposted',signposted'
y'seem,Y'seem
y'awake,Y'awake
over'n,over'n
y'enough,y'enough
draggin'-to-hell,draggin'-to-Hell
t'show,t'show
in'em,in'em
t'ave,t'ave
y'admit,y'admit Y'admit
y'killed,y'killed
roun',roun'
please'm,please'm
'xample,'xample
y'keeps,Y'KEEPS
everything',everything'
presum'bly,presum'bly
o'demon,o'demon
wings--angels',wings--Angels'
ups',ups'
'zzzssiraphale,'zzzssiraphale
someone'sss,someone'sss
m'going,m'going M'going
t'bed,t'bed
hello',hello'
fains',fains'
'quentin’,'Quentin’
'fundraising,'FUNDRAISING
'q’,'Q’
'tadfield,'Tadfield
attaché's,attaché's
'netflix’s,'Netflix’s
'insouciant’,'insouciant’
'painted,'painted
gormless',gormless'
nutter',nutter'
'deareft,'Deareft
contact-that-wasn't-quite-enough,contact-that-wasn't-quite-enough
'wynged,'wynged
'returne,'Returne
can't-it-wait,can't-it-wait
i'd-really-rather-not,I'd-really-rather-not
t'door,t'door
t'witches,t'witches
'aliens,'Aliens
dinna',dinna'
'dionysus's,'Dionysus's
m'assuming,m'assuming
'nstead,'nstead
f'hdmuhwe,F'hdmuhwe
t'rrific,T'rrific
'crown,'Crown 'crown
glass',glass'
goat's-blood-stained,goat's-blood-stained
'concrete,'Concrete
promis'd,promis'd
'hail,'Hail
factions',factions'
'nobody,'nobody 'Nobody
well',well'
t'bloody,t'bloody
go'ssake,go'ssake
'performance,'performance
accident',accident'
'uns,'uns
t'foulest,T'foulest
exp'cted,exp'cted
'phone,'phone
'theema,'Theema
'et,'et
serpentus',serpentus'
'subliminamal,'subliminamal
messaging',messaging'
'waiting,'Waiting
'intense,'intense
affection',affection'
parking',parking'
we-might-as-well-be-sleeping-in-different-rooms-we're-that-far-apart,we-might-as-well-be-sleeping-in-different-rooms-we're-that-far-apart
s'rafel,S'rafel
s'fact,S'fact
t'hotel,t'hotel
'waite,'waite
'voteth,'voteth
t'wee,t'wee
potion',potion'
t'witchfin,T'Witchfin
s'wha',S'wha'
t'matchmaker,T'Matchmaker
t'witch,t'witch
'face,'Face
'anglican,'Anglican
m'turning,M'turning
s'funny,s'funny S'funny
m'side,m'side
m'done,M'DONE M'done
gap',gap'
plate',plate'
hate-it-meh-it's-okay-love-it,hate-it-meh-it's-okay-love-it
s'aboot,s'aboot
p'culiar,p'culiar
t'end,t'end
de'il,de'il
t'kiss,t'kiss
s-',s-'
people'sssss,people'sssss
ancesssssstressssss',ancesssssstressssss'
'scary,'scary
break',break'
t'world,t'world
leader',leader'
'talking,'talking 'Talking
'pinky,'pinky
'demon's,'Demon's 'demon's
anything',anything'
what'z,what'z
song',song'
she'z,she'z
we're-we're,we're-we're
call',call'
'red,'Red 'red
'delilah,'Delilah
h',H'
talking',talking'
birthday',birthday'
weddings',weddings'
knows',knows'
'breathing,'breathing
space',space'
'gifts,'gifts
'tributes,'tributes
overlord',overlord'
'beneath,'Beneath
'gangnam,'gangnam
style',style'
'smart,'smart 'Smart
'work,'work 'Work
'education,'education
background',background'
'pound,'pound
pavement',pavement'
'five,'Five 'five
land',land'
hither',hither'
'zrael,'Zrael
'simmer,'simmer
'talk,'talk 'Talk
blink',blink'
religions',religions'
usurpers',usurpers'
'sleeping,'sleeping
couch',couch'
'salright,'Salright 'salright
tempt—she'd,tempt—she'd
'grand,'Grand 'grand
'drawing,'drawing
youwe're,youWe're
'infamous,'infamous
suggestion',suggestion'
'visiting,'visiting
thoug-',thoug-'
he's—he's,he's—he's
know—he's,know—he's
never—it's,never—it's
ey'd,ey'd
t'convince,t'convince
'mi,'Mi
casa',casa'
landi'm,landI'm
weather',weather'
beautiful',beautiful'
'dina,'Dina
'mocked,'mocked
v'always,V'always
confession',confession'
shouldv'e,shouldv'e
'motherhood,'Motherhood
homophobic',homophobic'
y'pain,y'pain
inn'cents,inn'cents
obligation',obligation'
others're,others're
shoes',shoes'
reje-',reje-'
'pfft,'Pfft
'ughh,'Ughh
'france,'France
'cannot,'Cannot
'today,'Today 'today
'about,'About 'about
'unrequited,'Unrequited
movie',movie'
'almost,'Almost 'almost
'technology,'Technology
don'understand,don'understand
don'ave,don'ave
'treally,'Treally
s'times,S'times
won'er,won'er
's'about,'s'about
's'going,'S'going
death'f,death'f
'stopped,'stopped
behind',behind'
'fiiinnne,'Fiiinnne
'boom,'boom
crash',crash'
'wavelengths,'Wavelengths
black',black'
'normal,'normal 'Normal
behavior',behavior'
'profound,'profound
bound',bound'
alive',alive'
'pish,'pish
posh',posh'
'flasher,'flasher
'milk,'milk 'Milk
traxx',traxx'
convincin'🎶,convincin'🎶
🎶what's,🎶What's
🎶it's,🎶It's
'avoid,'Avoid 'avoid
'further,'Further
prophecies',prophecies'
creeps',creeps'
comfort',comfort'
shut',shut'
worlds',worlds'
'buddy,'buddy
going',going'
'damned,'damned 'Damned
i'mma,I'mma
along',along'
interim',interim'
'strike,'Strike
'holly,'Holly
secret',secret'
anniversary',anniversary'
'sappy,'sappy
chicks',chicks'
'oye,'Oye
'angelic,'angelic 'ANGELIC 'Angelic
fit',fit'
intentions',intentions'
bunker',bunker'
'off,'off 'Off
rails',rails'
'expect,'Expect
unexpected',unexpected'
stopped',stopped'
'demon,'demon 'Demon
whore',whore'
people's’,people's’
dell'ornellaia,dell'Ornellaia
outfits',outfits'
'white,'white
noise',noise'
'humor,'humor
'ubran,'Ubran
succubus',succubus'
'seeing,'seeing 'Seeing
'sing,'Sing 'sing
'record,'record
producer',producer'
'skinny,'skinny
o'jays,O'Jays
'side,'side
effects',effects'
'aww's,'aww's
'oooh's,'oooh's
'exhausted,'exhausted
'done,'Done 'done
'smell,'smell
city',city'
sunglasses',sunglasses'
'promotional,'promotional 'Promotional
single',single'
'sound,'sound 'Sound
'spirit,'Spirit 'spirit
'cut,'cut 'Cut
m'lady,m'lady
j'ai,j'ai J'ai
l'air,l'air
lorsqu'elle,lorsqu'elle
s'écoute,s'écoute
l'hôtel,l'hôtel
d'ici,d'ici
n'est-ce,n'est-ce N'est-ce
j'apprécie,J'apprécie
d'écouter,d'écouter
d'un,d'un
t'aime,t'aime
'les,'les 'Les
hommes',hommes'
m'entraîner,m'entraîner
n'a,n'a
m'en,m'en
d'amis,d'amis
qu'artiste,qu'artiste
j'étais,J'étais
l'époque,l'époque
d'où,d'où
j'aimerais,J'aimerais
j'espère,J'espère
t'avoir,t'avoir
l'aise,l'aise
n'avez,n'avez
quelqu'un,quelqu'un
l'amour,L'amour l'amour
n'attendez,N'attendez
j'y,J'y
'ups,'Ups
shots',shots'
'heaven,'Heaven 'heaven
'lips,'lips
zipped',zipped'
musicians',musicians'
singers',singers'
'unnecessary,'unnecessary 'Unnecessary
miracles',miracles'
m'expliques,m'expliques
careful',careful'
'ah-ah-ah-ah's,'ah-ah-ah-ah's
hits',hits'
ooh'd,ooh'd
'hear,'Hear
'aj's,'AJ's
partner',partner'
'spirited,'spirited
command',command'
'wooo's,'wooo's
'traditional,'traditional
star',star'
'yearly,'yearly
review',review'
'dj,'DJ
d'hérouville,d'Hérouville
'bastille,'Bastille
'simple,'simple 'Simple
'ooh's,'ooh's
'yeah's,'yeah's
'lot,'lot
'disco,'disco 'Disco
movement',movement'
'void,'void
locations',locations'
'green,'green
if',if'
'fake,'fake
'aah's,'aah's
happening',happening'
'disappeared,'disappeared
view',view'
'climb,'Climb
dammit',dammit'
holiday',holiday'
'ohhh,'Ohhh
'beastly,'Beastly 'beastly
'they'd,'They'd 'they'd
'i’ll,'I’ll
d'know,d'know
'scarlet,'Scarlet
'understatement,'UNDERSTATEMENT
'we’ve,'We’ve 'we’ve
whiskey',whiskey'
'slàinte,'Slàinte
'can’t,'Can’t
'wear,'Wear
smart',smart'
mani'm,manI'm
we're-being-watched,we're-being-watched
timei'm,timeI'm
m'laddo,m'laddo
'artifacts,'artifacts
gluttony',gluttony'
s'morning,S'morning
y'snore,Y'snore
s'only,S'only
'easy,'easy 'Easy
street',street'
rooms',rooms'
nap',nap'
'freak,'freak
how's--what,how's--what
'rear,'Rear
s'war,S'war
s'there,S'there
can't—there's,can't—there's
incident',incident'
veterinarians',veterinarians'
d'orsay,d'Orsay
hol',hol'
you-really-don't-know-how-to-talk-to-children-do-you-angel,you-really-don't-know-how-to-talk-to-children-do-you-Angel
'̶̅̈́̈́ͭ̍ͩͩͪ̏ͩ̎̒̎͆̂̕'̈́̄̀͗ͨ̓̏͛̕͡'̧ͪͮ̊͂̒̾̒̾ͮͫ̿̄ͦ͘͞'ͥͫ͐͗ͥͪ̈́̿̏̅͜͢'̶̇̋͌ͤͦ͆͑̃͟'ͥͭͤ͐ͫ̏̌̏̑ͤ͟'̾͐ͯ̃͐ͬ͂ͪͤ͢͡'̸ͯ͑͌̄̇̀͋͋͜'̴̷ͨ̂̃̆҉'̵ͨ͗ͤ̾́̃̈́͑̆̅ͯ͠'̵̡͗̋̄̀̓̏͒̔̿̆҉҉'̢̛ͨͤ͐ͧ͂̂̆̒̇ͮ̅ͩ͆̂͋'̸͑̓̅̀ͦ̄͊̿͒́͜͠'̾̈̓͑̆̾͆ͦ̍̊ͯͩ͢҉̵̧'̡ͨ̐͛̍̅ͥ̈́̏̎͒̓̈̕͝'̵̷̔̈́̆̓ͦ̓̑͆ͥ̑̐̔ͩͤ̇̌̚̕͏̷'̌̈́̄̔̾͊̌̚'̴̸̛̍ͬ̈̾͐ͯͫ̽͌͆͑͛̉͊̿̊ͨ̚'̃̉̔ͪ͌ͧ͗̌ͯ̽̋̓̾͟͡҉̨'̨̓̎̍̽ͬ͋̊̂̐͒͟҉̨'̴̄̆̃͐̂͒ͦͯͨ̄͛́͌̐ͨ̉͐͑͡͝'̴̛ͮͪ̇̉͋͆ͪͬ͑ͥͭ͋̀͆̏ͤ̍͡'̨̨͊̽̌̾̑͐ͬ̒̌̽̾ͧ̓ͪ̏ͪ̚͡͞'̵̐̃̌̽ͦ͂ͧ̋͐̒̎ͦͨ͊̎̎͒̃͆͟'̨̆ͩ̃͑̋̌͆̄ͦͭ̿̏̎̌͊̽̎͊͡҉'̷̛̏̍͐͋ͩͨͯ̈́͊̄ͤ̋͊'̡ͤ̏͂̀͗̈̑̏̕͠,'̶̅̈́̈́ͭ̍ͩͩͪ̏ͩ̎̒̎͆̂̕'̈́̄̀͗ͨ̓̏͛̕͡'̧ͪͮ̊͂̒̾̒̾ͮͫ̿̄ͦ͘͞'ͥͫ͐͗ͥͪ̈́̿̏̅͜͢'̶̇̋͌ͤͦ͆͑̃͟'ͥͭͤ͐ͫ̏̌̏̑ͤ͟'̾͐ͯ̃͐ͬ͂ͪͤ͢͡'̸ͯ͑͌̄̇̀͋͋͜'̴̷ͨ̂̃̆҉'̵ͨ͗ͤ̾́̃̈́͑̆̅ͯ͠'̵̡͗̋̄̀̓̏͒̔̿̆҉҉'̢̛ͨͤ͐ͧ͂̂̆̒̇ͮ̅ͩ͆̂͋'̸͑̓̅̀ͦ̄͊̿͒́͜͠'̾̈̓͑̆̾͆ͦ̍̊ͯͩ͢҉̵̧'̡ͨ̐͛̍̅ͥ̈́̏̎͒̓̈̕͝'̵̷̔̈́̆̓ͦ̓̑͆ͥ̑̐̔ͩͤ̇̌̚̕͏̷'̌̈́̄̔̾͊̌̚'̴̸̛̍ͬ̈̾͐ͯͫ̽͌͆͑͛̉͊̿̊ͨ̚'̃̉̔ͪ͌ͧ͗̌ͯ̽̋̓̾͟͡҉̨'̨̓̎̍̽ͬ͋̊̂̐͒͟҉̨'̴̄̆̃͐̂͒ͦͯͨ̄͛́͌̐ͨ̉͐͑͡͝'̴̛ͮͪ̇̉͋͆ͪͬ͑ͥͭ͋̀͆̏ͤ̍͡'̨̨͊̽̌̾̑͐ͬ̒̌̽̾ͧ̓ͪ̏ͪ̚͡͞'̵̐̃̌̽ͦ͂ͧ̋͐̒̎ͦͨ͊̎̎͒̃͆͟'̨̆ͩ̃͑̋̌͆̄ͦͭ̿̏̎̌͊̽̎͊͡҉'̷̛̏̍͐͋ͩͨͯ̈́͊̄ͤ̋͊'̡ͤ̏͂̀͗̈̑̏̕͠
̸̵͗̽̎ͫͧ͋ͮ̃̑ͪͬ̄̍̍҉̢̩̻̥̞͚̩̖̦̘̻̜̠͝'̶̅̈́̈́ͭ̍ͩͩͪ̏ͩ̎̒̎͆̂̕'̈́̄̀͗ͨ̓̏͛̕͡'̧ͪͮ̊͂̒̾̒̾ͮͫ̿̄ͦ͘͞'ͥͫ͐͗ͥͪ̈́̿̏̅͜͢'̶̇̋͌ͤͦ͆͑̃͟'ͥͭͤ͐ͫ̏̌̏̑ͤ͟'̾͐ͯ̃͐ͬ͂ͪͤ͢͡'̸ͯ͑͌̄̇̀͋͋͜'̴̷ͨ̂̃̆҉'̵ͨ͗ͤ̾́̃̈́͑̆̅ͯ͠'̵̡͗̋̄̀̓̏͒̔̿̆҉҉'̢̛ͨͤ͐ͧ͂̂̆̒̇ͮ̅ͩ͆̂͋'̸͑̓̅̀ͦ̄͊̿͒́͜͠'̾̈̓͑̆̾͆ͦ̍̊ͯͩ͢҉̵̧'̡ͨ̐͛̍̅ͥ̈́̏̎͒̓̈̕͝'̵̷̔̈́̆̓ͦ̓̑͆ͥ̑̐̔ͩͤ̇̌̚̕͏̷'̌̈́̄̔̾͊̌̚'̴̸̛̍ͬ̈̾͐ͯͫ̽͌͆͑͛̉͊̿̊ͨ̚'̃̉̔ͪ͌ͧ͗̌ͯ̽̋̓̾͟͡҉̨'̨̓̎̍̽ͬ͋̊̂̐͒͟҉̨'̴̄̆̃͐̂͒ͦͯͨ̄͛́͌̐ͨ̉͐͑͡͝'̴̛ͮͪ̇̉͋͆ͪͬ͑ͥͭ͋̀͆̏ͤ̍͡'̨̨͊̽̌̾̑͐ͬ̒̌̽̾ͧ̓ͪ̏ͪ̚͡͞'̵̐̃̌̽ͦ͂ͧ̋͐̒̎ͦͨ͊̎̎͒̃͆͟'̨̆ͩ̃͑̋̌͆̄ͦͭ̿̏̎̌͊̽̎͊͡҉'̷̛̏̍͐͋ͩͨͯ̈́͊̄ͤ̋͊'̡ͤ̏͂̀͗̈̑̏̕͠,̸̵͗̽̎ͫͧ͋ͮ̃̑ͪͬ̄̍̍҉̢̩̻̥̞͚̩̖̦̘̻̜̠͝'̶̅̈́̈́ͭ̍ͩͩͪ̏ͩ̎̒̎͆̂̕'̈́̄̀͗ͨ̓̏͛̕͡'̧ͪͮ̊͂̒̾̒̾ͮͫ̿̄ͦ͘͞'ͥͫ͐͗ͥͪ̈́̿̏̅͜͢'̶̇̋͌ͤͦ͆͑̃͟'ͥͭͤ͐ͫ̏̌̏̑ͤ͟'̾͐ͯ̃͐ͬ͂ͪͤ͢͡'̸ͯ͑͌̄̇̀͋͋͜'̴̷ͨ̂̃̆҉'̵ͨ͗ͤ̾́̃̈́͑̆̅ͯ͠'̵̡͗̋̄̀̓̏͒̔̿̆҉҉'̢̛ͨͤ͐ͧ͂̂̆̒̇ͮ̅ͩ͆̂͋'̸͑̓̅̀ͦ̄͊̿͒́͜͠'̾̈̓͑̆̾͆ͦ̍̊ͯͩ͢҉̵̧'̡ͨ̐͛̍̅ͥ̈́̏̎͒̓̈̕͝'̵̷̔̈́̆̓ͦ̓̑͆ͥ̑̐̔ͩͤ̇̌̚̕͏̷'̌̈́̄̔̾͊̌̚'̴̸̛̍ͬ̈̾͐ͯͫ̽͌͆͑͛̉͊̿̊ͨ̚'̃̉̔ͪ͌ͧ͗̌ͯ̽̋̓̾͟͡҉̨'̨̓̎̍̽ͬ͋̊̂̐͒͟҉̨'̴̄̆̃͐̂͒ͦͯͨ̄͛́͌̐ͨ̉͐͑͡͝'̴̛ͮͪ̇̉͋͆ͪͬ͑ͥͭ͋̀͆̏ͤ̍͡'̨̨͊̽̌̾̑͐ͬ̒̌̽̾ͧ̓ͪ̏ͪ̚͡͞'̵̐̃̌̽ͦ͂ͧ̋͐̒̎ͦͨ͊̎̎͒̃͆͟'̨̆ͩ̃͑̋̌͆̄ͦͭ̿̏̎̌͊̽̎͊͡҉'̷̛̏̍͐͋ͩͨͯ̈́͊̄ͤ̋͊'̡ͤ̏͂̀͗̈̑̏̕͠
